id_cliente;qtd_atendimentos;data_ultimo_atendimento;valor_total_atendimentos;qtd_produtos_vendidos;data_ultima_venda_produto;valor_total_venda_produtos;qtd_pacotes_vendidos;data_ultima_venda_pacote;valor_total_venda_pacotes;valor_total_vendas;valor_total_pendente_conta_aberta;valor_total_pendente_notas_abertas
12089768;0;;0;0;;0;0;;0;0;45.00;0
12103589;0;;0;0;;0;0;;0;0;65.00;0
12130015;0;;0;0;;0;0;;0;0;300.00;0
12169025;0;;0;0;;0;0;;0;0;270.00;0
12174437;0;;0;0;;0;0;;0;0;0.00;0
12326136;0;;0;0;;0;0;;0;0;655.00;0
12435214;0;;0;0;;0;0;;0;0;60.00;0
12479799;0;;0;0;;0;0;;0;0;280.00;0
12504869;0;;0;0;;0;0;;0;0;120.00;0
12540876;0;;0;0;;0;0;;0;0;140.00;0
12596837;0;;0;0;;0;0;;0;0;180.00;0
12612110;0;;0;0;;0;0;;0;0;120.00;0
12661777;0;;0;0;;0;0;;0;0;912.00;0
12687936;0;;0;0;;0;0;;0;0;60.00;0
12710640;0;;0;0;;0;0;;0;0;360.00;0
12733402;0;;0;0;;0;0;;0;0;80.00;0
12735232;0;;0;0;;0;0;;0;0;60.00;0
12845701;0;;0;0;;0;0;;0;0;60.00;0
12935333;0;;0;0;;0;0;;0;0;60.00;0
12956348;0;;0;0;;0;0;;0;0;60.00;0
12987439;0;;0;0;;0;0;;0;0;60.00;0
13028974;0;;0;0;;0;0;;0;0;105.00;0
13035997;0;;0;0;;0;0;;0;0;85.00;0
13084303;0;;0;0;;0;0;;0;0;90.00;0
13169922;0;;0;0;;0;0;;0;0;120.00;0
13197869;0;;0;0;;0;0;;0;0;225.00;0
13228944;0;;0;0;;0;0;;0;0;60.00;0
13252728;0;;0;0;;0;0;;0;0;85.00;0
13286661;0;;0;0;;0;0;;0;0;509.00;0
13352378;0;;0;0;;0;0;;0;0;90.00;0
13352797;0;;0;0;;0;0;;0;0;45.00;0
13539704;0;;0;0;;0;0;;0;0;60.00;0
13547254;0;;0;0;;0;0;;0;0;220.00;0
13547407;0;;0;0;;0;0;;0;0;80.00;0
13599555;0;;0;0;;0;0;;0;0;365.00;0
13607863;0;;0;0;;0;0;;0;0;240.00;0
13613920;0;;0;0;;0;0;;0;0;90.00;0
13632274;0;;0;0;;0;0;;0;0;225.00;0
13640317;0;;0;0;;0;0;;0;0;180.00;0
13729872;0;;0;0;;0;0;;0;0;45.00;0
13731819;0;;0;0;;0;0;;0;0;90.00;0
13770205;0;;0;0;;0;0;;0;0;45.00;0
13817658;0;;0;0;;0;0;;0;0;60.00;0
13854250;0;;0;0;;0;0;;0;0;60.00;0
13862888;0;;0;0;;0;0;;0;0;450.00;0
13915471;0;;0;0;;0;0;;0;0;400.00;0
13918867;0;;0;0;;0;0;;0;0;45.00;0
13992709;0;;0;0;;0;0;;0;0;450.00;0
14084650;0;;0;0;;0;0;;0;0;120.00;0
14127358;0;;0;0;;0;0;;0;0;135.00;0
14127886;0;;0;0;;0;0;;0;0;60.00;0
14131572;0;;0;0;;0;0;;0;0;45.00;0
14271554;0;;0;0;;0;0;;0;0;45.00;0
14290020;0;;0;0;;0;0;;0;0;60.00;0
14312746;0;;0;0;;0;0;;0;0;60.00;0
